Marital_status,Course,Previous_qualification,Nacionality,Mothers_occupation,Fathers_occupation,Daytime_evening_attendance,Gender,Debtor,Tuition_fees_up_to_date,Scholarship_holder,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Application_order,Enrolled,Status
Single,Agronomy,Secondary education,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Administrative staff,Daytime,Male,No,Yes,No,6,5,12.8,6,5,13.833333333333334,1,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,7,7,13.285714285714286,8,7,12.142857142857142,1,True,Graduate
Single,Agronomy,Technological specialization course,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,Yes,No,No,6,4,11.8,6,2,12.0,1,False,Dropout
Single,Social Service (evening attendance),Other : 11th year of schooling,Portuguese,Unskilled Workers,Armed Forces Professions,Evening,Male,No,Yes,No,13,6,11.333333333333334,11,2,13.5,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,No,8,5,12.002,8,5,12.002,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,No,7,5,13.976666666666668,8,8,13.22222222222222,1,True,Graduate
Single,Agronomy,Higher education : degree,Portuguese,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,Daytime,Male,No,No,No,6,5,15.2,6,1,11.0,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,Yes,6,6,13.142857142857142,6,6,14.166666666666666,1,False,Graduate
Married,Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,2,False,Dropout
Single,Nursing,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,8,7,13.867142857142856,8,7,13.867142857142856,5,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,8,6,12.675,8,6,12.675,1,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,1,False,Graduate
Single,Basic Education,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,Yes,6,6,12.0,6,6,12.5,2,True,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,1,False,Dropout
Single,Tourism,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,Yes,6,6,11.0,6,5,12.2,1,False,Dropout
Married,Management (evening attendance),Secondary education,Portuguese,Intermediate Level Technicians and Professions,Unskilled Workers,Evening,Male,No,Yes,No,5,4,10.75,5,4,11.333333333333334,1,False,Dropout
Married,Journalism and Communication,Basic education 2nd cycle (6th/7th/8th year) or equiv.,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,5,14.2,6,6,14.166666666666666,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,No,No,7,4,12.6,7,4,11.575,1,False,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Evening,Male,No,No,No,5,0,0.0,5,0,0.0,1,False,Dropout
Married,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Intermediate Level Technicians and Professions,Evening,Male,No,Yes,No,5,5,14.0,5,5,14.166666666666666,1,False,Graduate
Married,Journalism and Communication,Secondary education,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Male,Yes,No,No,6,2,10.0,6,4,12.25,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,6,6,13.833333333333334,6,6,13.125,4,False,Graduate
Married,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Administrative staff,Administrative staff,Evening,Male,No,No,No,5,2,11.0,5,1,11.0,1,False,Dropout
Married,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,8,7,11.635714285714286,8,7,11.635714285714286,1,True,Graduate
Single,Social Service (evening attendance),Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,Yes,No,6,4,12.25,5,0,0.0,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,Yes,Yes,No,5,4,12.5,5,5,11.285714285714286,5,True,Graduate
Married,Management (evening attendance),Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,Evening,Male,No,Yes,No,5,5,13.8,5,5,13.666666666666666,1,False,Graduate
Single,Tourism,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,No,6,3,12.0,6,1,11.0,2,False,Dropout
Married,Management (evening attendance),Secondary education,Portuguese,,,Evening,Male,No,Yes,No,5,3,11.0,5,4,12.5,1,True,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,Yes,6,4,13.75,6,6,11.555555555555555,1,False,Graduate
Single,Tourism,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,6,6,10.666666666666666,6,4,11.25,1,True,Graduate
Married,Oral Hygiene,Secondary education,Portuguese,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Male,No,Yes,No,7,0,0.0,8,2,13.15,1,False,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,Yes,No,5,5,13.833333333333334,5,5,15.4,1,False,Graduate
Single,Agronomy,Technological specialization course,Portuguese,"Intermediate level technicians from legal, social, sports, cultural and similar services","Intermediate level technicians from legal, social, sports, cultural and similar services",Daytime,Male,Yes,Yes,No,6,0,0.0,6,0,0.0,1,True,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,"Workers in food processing, woodworking, clothing and other industries and crafts",Other Armed Forces personnel,Evening,Male,No,Yes,No,5,5,15.8,5,5,16.8,1,False,Graduate
Divorced,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Student,Student,Daytime,Male,No,Yes,No,14,12,12.52608695652174,14,12,12.52608695652174,1,False,Graduate
Married,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,No,7,6,12.783333333333331,8,0,0.0,1,False,Dropout
Single,Management (evening attendance),Higher education : degree,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",Evening,Male,Yes,No,No,5,0,0.0,5,1,10.0,1,False,Dropout
Single,Veterinary Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,Daytime,Male,No,Yes,No,5,3,13.0,5,3,10.666666666666666,1,False,Graduate
Single,Agronomy,Higher education : degree,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,Daytime,Male,No,Yes,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,"Office workers, secretaries in general and data processing operators","Unskilled workers in agriculture, animal production, fisheries and forestry",Daytime,Male,No,Yes,No,5,5,10.8,5,3,12.0,2,True,Dropout
Single,Management,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,No,5,5,11.0,5,3,10.0,1,True,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Other Situation,Other Situation,Daytime,Male,Yes,No,No,4,0,0.0,5,0,0.0,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,Yes,No,5,0,0.0,5,0,0.0,1,True,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,Other Situation,Installation and Machine Operators and Assembly Workers,Daytime,Male,No,No,No,6,2,12.0,6,0,0.0,1,False,Dropout
Single,Management,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,5,4,10.75,5,2,11.0,1,False,Dropout
Single,Management,Secondary education,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Male,No,Yes,No,5,5,11.6,5,4,13.5,1,False,Graduate
Single,Management,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Male,No,Yes,Yes,5,5,11.8,5,4,11.6,4,False,Graduate
Single,Agronomy,Secondary education,Portuguese,Unskilled Workers,Administrative staff,Daytime,Male,No,Yes,No,6,6,16.0,6,6,15.166666666666666,1,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Administrative staff,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,Yes,6,6,12.666666666666666,6,6,11.5,2,False,Graduate
Single,Nursing,Secondary education,Portuguese,Other administrative support staff,teachers,Daytime,Male,Yes,Yes,No,7,4,14.4,7,6,13.5,1,True,Graduate
Single,Tourism,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Intermediate Level Technicians and Professions,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,Yes,No,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,cleaning workers,"Skilled construction workers and the like, except electricians",Daytime,Male,Yes,No,No,6,4,12.25,6,4,13.4,1,True,Dropout
Single,Communication Design,Technological specialization course,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,7,5,12.6,9,8,12.75,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,8,7,13.4,8,7,13.4,1,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Administrative staff,Intermediate Level Technicians and Professions,Daytime,Male,Yes,Yes,No,0,0,0.0,0,0,0.0,1,False,Dropout
Married,Agronomy,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,Yes,No,6,1,10.0,6,0,0.0,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,Daytime,Male,Yes,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Agronomy,Technological specialization course,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Unskilled Workers,Daytime,Male,No,Yes,No,6,3,11.25,6,4,11.2,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,True,Dropout
Single,Management,Secondary education,Portuguese,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,5,3,10.666666666666666,5,1,14.0,2,False,Dropout
Single,Equinculture,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,Yes,No,5,4,11.75,5,5,13.4,1,False,Graduate
Single,Management,Secondary education,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,No,6,6,12.666666666666666,6,6,14.125,3,False,Graduate
Divorced,Oral Hygiene,Secondary education,Portuguese,Unskilled Workers,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,7,7,11.95,8,7,12.042857142857144,1,True,Graduate
Single,Tourism,Secondary education,Portuguese,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,No,6,5,14.0,6,6,15.666666666666666,1,False,Graduate
Single,Social Service (evening attendance),Secondary education,Portuguese,Student,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Evening,Female,No,No,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Management,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,Daytime,Female,Yes,Yes,Yes,5,2,11.5,5,0,0.0,2,False,Dropout
Single,Equinculture,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Administrative staff,Daytime,Female,No,Yes,No,6,6,12.0,6,5,12.8,1,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,Yes,Yes,No,6,6,16.428571428571427,6,6,16.666666666666668,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,7,5,13.336000000000002,8,7,13.207142857142856,5,False,Graduate
Married,Oral Hygiene,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,7,0,0.0,8,0,0.0,2,True,Dropout
Single,Advertising and Marketing Management,Secondary education,Brazilian,Unskilled Workers,Administrative staff,Daytime,Female,No,Yes,No,7,7,14.666666666666666,6,6,14.0,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Administrative staff,Daytime,Female,No,Yes,No,8,7,14.115714285714288,8,7,14.115714285714288,1,False,Graduate
